clean_text,lexical_diversity,repetition_ratio,generated
dear senat retain elector colleg elector colleg consist elector major elector requir elect presid state hisher elector chosen candid polit parti elector colleg certainti outcom presid everyon reason stay elector colleg certain outcom favor candid tie nationwid elector vote happen unlik number elector elector colleg number exampl elect obama receiv percent elector vote compar percent popular cast rodney state award elector vote winnertakeal basi slight plural state creat landslid electoralvot victori state winnertakeal state candid dont spend time stae know chanc win focus close tight race swing statess win candid share elector colleg invari exceed share popular vote second reason elector colleg presid elector colleg requir presidenti candid transregion appeal region elector vote elect presid exampl solid region favorit rodney south incent campaign heavili state gain elector vote increas plural state know sure win presid region apppeal unlik success presid resid region feel like vote dont count realli isnt presid conclus stay elector colleg simpli like tie presid,0.5443037974683544,0.45569620253164556,0
car tens happier way heidrun walter sourc year peopl depend car place allow live normal life recent declin drive car sale proven advantag limit car usag limit car usag help reduc greenhous effect help reduc smog lowair pollut help promot aspect eeconomi differ pure car sale transport begin greenhous effect larg caus car emiss endang environ ecosystem life know accord sourc german suburb life goe car passeng car caus greenhous gas emiss europ respons approxim emiss certain set restrict allow declin emiss greenhous gase turn better life earth effect seen world global warm rise ocean limit car usag posit effect reduc emiss greenhous gase equal import presenc smog pollutioncaus fog lowair pollut endang wellb human speci health wellb earth speak accord sourc pari ban drive smog robert duffer day nearrecord pollut pari enforc partial drive ban clear air global citi set restrict day pari saw improv air qualiti infer set restrict regular help reduc pollut general smog area place restrict help promot various mean transport public transport bike walk exampl sourc carfre day spin big hit bogota case day capit citi place restrict use car help build campaign allow bike path park sport center creat sidewalk repair led restrict regul rushhour traffic clear reduc limit car usag reduc smog lowair pollut help creat activ citi final limit car usag promot differ aspect eeconomi accord sourc transport budget past use highway reduc car usag allow certain budget use import divers thing educ govern fund communiti life limit car usag help conserv resourc allow peopl place money differ aspect live like explain sourc peopl use car peopl buy car sourc demograph shift drive popul suggest trend acceler larg drop percentag yearold licens help peopl focus rebuild economi obvious econom advantag limit car usag avail flexibl govern budget conserv money rebuild eeconomi conclud various advantag limit car usag limit help improv eeconomi help reduc emiss greenhous gase help reduc lowair pollut smog larg popul area,0.48757763975155277,0.5124223602484472,0
vote presid import decis make person vote chang countri better wors elector colleg way state want peopl like believ good way major state account major countri peopl say elector colleg good way determin presid good countri say nondemocrat sourc vote person want peopl make great contribut decis big pictur vote realli count lot better abl contribut cours thing better thing better way thing improv way obvious way abl think elector colleg good way averag vote lot variabl difficult come solid way main complaint peopl think good way peopl realli want think true vote elector colleg vote presid think better job guid countri vote truli count add chanc elector colleg vote state major vote peopl state want like nice idea counter argument elector colleg bigger state recognit true peopl bigger state vote count realli special advantag elector colleg fair way realli countri want peopl like think normal occur elector colleg good way state want major vote account elector vote presid leader countri admit problem think problem popular individu vote quirk overal elector colleg great way vote account organ long run work honest,0.4088397790055249,0.5911602209944751,0
dear senat come conclus think presid candid vote hand got elector colleg elect popular vote thing hundr year got know prefer work better prefer elector colleg elector meet vote presid vice presid elector colleg consist elector vote presid dont think sensibl thing think vote presid actual vote state elector turn vote presid select peopl billion peopl live america vote presid sit wait result opinion voic like fair way elect chang countri winnertakeallsystem elect popular vote mean vote presid cabinet say want chang fix countri person vote win got say believ countri better place elector colleg clear winner know vote actual effect elect pay attent elect vote wise know voic prefer know mayb singl elector vote set elect benefit elector colleg case precis vote presid mayb fact vote peopl elect presid way notmean better vote onlyabout thing evn remot good elector colleg decid want presid think like vote heard vote maybeposs anoth vote know choos voicein matter,0.5064102564102564,0.4935897435897436,0
want park children grandchildren mayb nice walk way live pollut alot peopl drive car dont bus walk carpool yes peopl limit car usag limit use car expens promot use walk public transport reduc smogpollut car expens think citi vauban germani place park larg park garag devel car owner need buy spot thousand dollar home place like bogota columbia nation car free day violat fine twentyf dollar like alot add end day place like pari motorist number licens plate receiv twentytwo euro fine follow day motorist odd number plate receiv fine thousand driver fine instanc fine occur expens gas peopl wealthi money impact way averag famili children peopl public transport grant imagin buss train subway imagin drive new york citi instead subway pretti thought place like bogota columbia nation day car peopl use public transport walk unless want twentyf dollar fine accord mayor antana mockus rain stop peopl particip citi cali valledupar bogota municip author countri came turnout enthusiast new york promot bike share program allow peopl ride bike citi return locat sivak son live san francisco car bay area rapid transit longer drive peopl public transport beacus cool need order save place live wonder hard star night beacus smoke pollut smog cover view day nearrecord pollut pari enforc partial drive ban clear air polut congest smog went percent day reason diesel fuel use franc tax polici favor diesel gasolin place like bogota columbia day car day pollut smog reduc place like vauban germani car main thoroughfar virtual smog pollut beacus allow car home hassl chang thing time help enviro know peopl vauban germani live car peopl bogota columbia day car place pollut pari ban drive reduc pollut know vauban park car thousand dolalr fine drive day ask thoos reason promot public transport walk yes peopl limit use car expens promot use walk public transport reduc smogpollut,0.5130718954248366,0.48692810457516345,0
advantag limit car usag communiti countri franc germani colombia home citi work cut use person automobil peopl place use altern transport mean prove stress studi fewer american purchas car perfect time join vauban bogota new york spend time car hard believ germani suburban area resid live car accord german suburb life goe car elisabeth rosenth street vauban germani remain carfre asid public transport articl state percent vaughn famili car percent sold car heidrun walter quot excerpt say car tens happier way communiti europ unit state hope carfre lifestyl order depend automobil usag cut greenhous gas emiss damag environ increas number smart plan area globe mass citizen wish lessen time spend car possibl citi adapt automobileless way life bogota columbia dedic day transport use person car citi goal promot altern transport reduc smog visit bogota time impress revolutionari chang unfold eye carfre lead physic activ resid overal nicerlook communiti carfre day spin big hit bogota andrew selski claim park sport center bloom citi sidewalk replac broad smooth sidewalk restaraunt upscal shop district crop citi reduc greenhous gas contribut atmospher result activ betterlook communiti chang communiti follow footstep bogota vauban unit state decreas car ownership countri peopl buy automobl obtain driver licens end car cultur elisabeth rosenth say america love affair vehicl cool writer cite invest research compani doug short advisor perspect state number mile driven unit state peak drop steadili countri subconsci carindepend lifestyl milleni generat biggest contributor declin carownership improv method communic mean social media cellphon use carpool public transport peopl stave away car commut requir chang automobil industri agre turn away privat car usag communiti strive time energi effici come transport limit use car lead pollut stress environ exerciseori upscal communiti conserv natur resourc citi world work cardepend limit contribut greenhous gase atmospher communiti ecofriend carfre way life,0.6588628762541806,0.3411371237458194,0
dear state senat believ abolish elector colleg leav popular vote elector colleg abolish unfair pose threat constitut elector colleg unfair away democrat way societi father set unit state america leav peopl vote peopl unit state vote run countri elector colleg decid differ democraci exampl elect gore gorg bush peopl unit state vote gore elector colleg bush elect passag indefens elector colleg say voter prefer direct elect kind tell half usa prefer peopl vote instead furthermor believ away elector colleg pose threat constitut say mean threat citizen usa peopl unit state thought vote presid major voter vote oppon win democraci articl indefens elector colleg say state send slate elector congress happen hawaii luckili vice presid richard nixon presid senat valid oppon elector imagin happen notic doubl slater bound vote candid easi state win candid elector colleg problem conclut elector colleg abolish unfair pose threat constitut make conclut base,0.5034013605442177,0.4965986394557823,0
transport largest emiss world wonder benefici limit car usag releas fossil fuel harm world stress come vehicl immens consid ownership vehicl think pros realiz limit pros worth car truck buse factor common particular hazard mother natur fossil fuel fossil fuel harm territori place life possibl earth streak soon human domain speci home pollut vehicl releas kill ozon layer accustom abus transport capabl walk use bike nearbi locat choos use vehicl instead avoid damag caus pari enforc partial drive ban clear air citi congest percent capit franc fiveday intensifi smog sourc state way distinguish transport adequ descript death wish stress come ownership transport vehicl surpass bare econom standard need poss difficult vauban germani car circumst pay park space home sourc explain car need fed order function food quit pricey especi hoard gallon substanc addit need pay insur swell danger street abnorm whatsoev stress drive enjoy,0.7916666666666666,0.20833333333333337,0
live world way place place use car limit car usag world live better place imagin pollut air use car peopl world use car home work work home pollut air affect way live everyday live citi bogota columbia car free day program set spread countri year event car free day million columbian hike bike skate took buse work home caus street capit citi devoid traffic jam normal car road think turnout extrem small event definit small turnout turnout larg despit gray cloud occasion dump rain shower bogota rain stop peopl particip said bogota mayor antana mockus goal promot altern transport reduc smog imagin unit state car free day peopl actual come apart event fact car import thing live unit state countri citi peopl worri air pollut atmospher citi pari offici feel way citizen citi use car way pollut atmospher day nearrecord pollut pari enforc partial drive ban clear air global citi peopl agre ban start driver fine accord reuter seven peopl car impound reaction fine advantag ban congest percent capit franc smog rival beje china known popul citi world rule ban certain thing like partial drive ban good turnout realli bad turnout citizen particular countri citi peopl say limit car usag ban certain thing like drive help state ban make peopl rebel especi car place place recent studi suggest american buy fewer car drive fewer licens year goe differ thing converg suggest wit longterm curtur shift said mimi sheller sociolog professor drexel univers chang peopl stop car commut result recess reason resum habit poepl unti state begun decreas use car state mean everyday atmospher pollut live world car number prioriti horribl use car main reason earth extrem pollut limit car use negat posit imagin like nonpollut earth live better life use bike skate walk place like limit car usag best thing make earth better place,0.5328947368421053,0.4671052631578947,0
long list benefit come limit car usag base live law restrict arriv entir world effect littl automobil communiti countri intens cloud smog need ban car use million time help settl atmospher life car today describ elisabeth rosenth articl german suburb life goe car articl describ communiti shape condens order make travel necessari place easi walk bike ride distanc kind turn world need pollut happen good experi hope spread planet pollut affect certain citi world hand robert buffer articl pari ban drive smog talk intens pollut franc capit result partial ban car road violat ban rule fine thousand car impound reaction citizen receiv fine paragraph articl duffer state congest percent capit franc day intensifi smog ban clear work heavi number vehicl road program world gotten peopl million method travel caus pollut columbia huge exampl shown andrew selski articl carfre day spin big hit bogota articl selski specifi million columbian taken altern mode transport hike bike skate oppos general drive account rain citizen way use car make bogota human social place selski state park sport center bloom citi uneven pit sidewalk replac broad smooth sidewalk event happen good peopl planet like okay way world rapid chang new generat new technolog adapt old habit young adult necess buy vehicl need mean expens harm environ need car slowli complet away reduc great,0.7293577981651376,0.27064220183486243,0
elector colleg wide argu debat continu gotten rid elector use vote honest want vote vote truli state vote presid popular vote count offici vote elector colleg unfit peopl vote vote presid realli vote think vote articl elector colleg work state vote candid actual vote candid elector constitut state abl vote presid exampl america stand certain vote describ nation properti issu violat right concern vote elector colleg vote depend articl indefens elector colleg bestlaid defens wrong talk control elector chose vote voter control elector vote statement help prove presid want vote elector colleg away right assur vote presid choic away right person vote right american let detain freedom speech let person voic heard peopl elector colleg like sure way assur presid realli mean major want presid think presid vote popular vote realli matter like say voic matter govern took away right american gave place popular vote replac elector colleg instanc popular vote rein suprem elector colleg agre articl indefens elector colleg bestlaid defens wrong mention elect gore lost popular vote accord gallup poll taken short gorethank quirk elector collegewon popular vote lost presid help peopl vote truli import elector colleg make true impact choos presid year state articl percent voter prefer direct elect kind vote truli matter vote elector colleg play rid flaw elector colleg claim vote line prevent major mess truli case flaw correct way fix listen strict peopl vote amercia built american like chang let voic heard want vote vote want vote vote elector colleg unfair unjust unamerican away right vote want want vote true american understand know flaw elector colleg proper way handl vote vote decid complet peopl amercia,0.45387453874538747,0.5461254612546125,0
dear senat peopl agre theat elector colleg thee time work instead vote thee person candid prefer instead vote slate elector instead thee prefer candid thee case fact thee elector colleg function proven simpl reason thee elector colleg work certainti outcom thee simpl fact theat presid foremost thee certainti outcom easili prove thee elector colleg work actual vote popular vote work right thee elector colleg theer disput popular vote thean thee elector colleg richard poster articl thee defens thee elector colleg state reason theeir disput popular vote thean thee elector colleg like happen elector colleg state reason theat thee win candid share thee elector colleg invari exceed share thee popular vote true theat thee elector colleg vote exceed thee popular vote said theat thee govern actual switch popular vote know work exceed elector colleg vote seen simpler process vote anoth note case theer tie candid seen elect nixon clinton thee popular vote summar thee certainti outcom far greater thee elector colleg ratheer thean thee popular vote sheer number vote thee elector colleg second note thee fact theat thee american peopl vote theat presid anoth reason thee elector colleg work elector colleg work havng thee winner win transregion ratheer thean focus region theat favor theem theem instead region thee candid theat prefer focus theem candid theat focus larg thee nation issu ratheer thean specif thee countri exampl let say theat thee largest popul peopl regon thee unit state thee south say exampl south main republican theey vote republican theat focus major thee south unfair thee rest thee region thee northeeast middl pacif otheer region thee unit state theey main democrat realli use exampl want focus theeir region bradford plumber articl thee elector colleg gone state theat thee elector colleg unfair voter candid botheer thee state theey know theey chanc win easi counter argument thei theos state probabl theeir mind vote like democrat candid visit texa main republican theey know texa vote theer use tri convinc theem theey theeir mind goe republican candid tri convinc thee democrat california theey know theer use reason convinc theeir mind easili counterattack thee argument brought plumber articl thei written thee elect decad plenti chang thee cours year polit order make greater argument thee elector colleg updat list fact order certain chang certain cours decad thee cours decad seen affect thee elector colleg thee elect peopl disagre thee elect agre theat thee elector colleg work thee event theat transpir thee elect thee promis thee elect thee peopl disagre thee elector colleg work theat time need look peopl saw chang theat time thee younger citizen vote theat time thee elect disagre thee elector colleg reason theat time need look peopl react theat time differ event thee elect affect thee outcom final note thee elector colleg thee vote thee peopl presid true withehold focus ratheer thean specif region thee nation summar thee elector colleg kept thee simpl reason certainti outcom thee vote thee peopl presid reason certainti outcom appli thee simpl fact theat thee vote thee elector colleg far greater thean thee vote popular vote goe thee vote thee peopl presid focus thee entir nation ratheer theat region thee countri senat abl elector colleg prove effect thee recent elect certain prove use reliabl thee elect come,0.292910447761194,0.707089552238806,0
old world peopl car foot got food ran errand hous famili come aday peopl depend car place world implement rule law stop peopl abus car car invent issu engin interior environment issu peopl world realiz creat rule law ban reduc usag car communiti germani vauban given car help environ peopl love car tens happier way said heidrun walter mother pari love citi franc ban car high smog creat law place day congest percent pari smog compar european capit smog citi ban post smog clear limit area major citi like new york built narrow way congest peopl drive build closer contin walk bike place drive new york implement new bikeshar program hit nation similar program carshar program encourag peopl car pull multipl peopl work school car car road plenti benefit like carbon dioxid air traffic save gas money ford execut chairman ford motor compani pitch plan live world person car impract propos partner telecommun industri make citi pedestrian bicycl privat car commerci public transport traffic woven connect network save time conserv resourc lower emiss improv safeti ban car world solut contin train walk need cut use car abus eventu greenhous gase end destroy planet live solut implement world day dont use car help tremendusli mean car exampl bike great form excersic need faster walk shape time,0.6651162790697674,0.33488372093023255,0
elector colleg controversi topic come elect presid peopl think work fine think complet disast come elector colleg compromis elect presid congress elect presid popular vote past elector colleg caus problem presidenti elect easili caus problem sever seen past america democraci citizen complet control abl elect presid direct time govern work better rid elector colleg elector colleg flaw major voter actual vote presid vote elector elector elect presid ask wrong way choos candid want somewhat true kink need fix caus error process exampl winner rule excerpt indefens elector colleg say elector colleg unfair voter winner state candid spend time state know chanc win focus tight race swing state basic level mean candid focus state fact articl say campaign state candid fact prove elector colleg flaw unfair need dealt huge problem elector colleg disast factor accord bradford plumer american poepl consid lucki fiasco biggest elect crisi centuri allow wors plumer explain louisiana legislatur replac democrat candid oppos john kennedi popular vote fine exampl corrupt actual manag pull like problem like state send slate elector congress tie elector vote happen solut problem new creat altogeth peopl like richard posner argu elector colleg posner believ elector colleg balanc weight big small state elector colleg big state elector vote smaller state balanc thing balanc smaller state advantag bigger state problem began posner argu voter toss state like pay attent campaign plumer clear contradict articl state seventeen state campaign includ rhode island south carolina voter largest media market singl campaign proof irrefut elector colleg loop hole fair easi outdat time new spot stand ground say elector colleg ber abolish peopl control elect presid possibl corrupt agru elector colleg work fine proof need renew replac altogeth,0.5483870967741935,0.4516129032258065,0
dear florida state senat argu elector colleg fair decid presid far peopl consid nondemocrat ineffici continu way elect leader new elect creat make pitfal inevit elector colleg countri suppos democraci vote proud democraci deserv defend colleg say possibl tie low elector chosen confirm betray want voter possibl low mean simpli allow flaw vote exist small hole fabric grow bigger goe elector colleg repair replac fabric elector colleg soon problem big deal current state elector voter public mind case elector voter want ahead public thing elector colleg promot power hand peopl peopl vote candid want elector real decid hand process pick presid want elector complet disregard decis voter choos want consid ratio elector state peopl complet nondemocrat vote import want common peopl start feel vote vote power chang ensur elect presid want thing lower moral absenc candid state easili candid pretti sure win state visit worth time wil priorit larg state small elector vote make state person feel elect realli hand peopl feel like vote matter vote power away common man say ineffici compar low possibl fact tie possibl elector colleg number vote hous repres want peopl mind time congress parti make major unfair allow pick presid possibl major peopl vote presid elector vote elect candid instead like happen gore elect like hole pitfal effici hole need repair actual use primari way select presid set problem futur elector colleg function larg ineffici best common peopl vote candid hand peopl minor chosen elector countri pride power peopl control countri run peopl surpris influenc think peopl need speak overr elector colleg develop fit need true democraci like america,0.5094339622641509,0.49056603773584906,0
thousand peopl world use car allaround good mode transport unfortun fume car emit harm environ way limit car usag limit car usag benefit decreas greenhous hous gas decreas smog resourc conserv reduc usag car cut greenhous gas produc dramat easili cut car usag use mean transport ride bike ride train plain walk greenhous gas emiss harm caus car emiss percent passeng car respons gass sourc limit car usag promot healthier environ addit reduc car usag cut smog smog dead gas isnt danger environ smog pollut air caus sick citi world increas smog overusag car exampl pari broke record pollut air held china pollut citi world sourc reduc usag car promot cleaner air limit car usag day pari smog went percent sourc advantag limit car usag cleaner air final limit car usag benefici conserv resourc dont reli car make citi compact sourc reduc land destroy build mall highway hous save ton resourc use build natur resourc sourc limit car usag improv life limit car usag benefit environ benefit health aid conserv resourc,0.4853801169590643,0.5146198830409356,0
